Date,Country,Newspaper,Headline,Link,Summary
"January 19, 2026",Czechia,Novinky.cz,A plane with a Czech released from Venezuelan prison landed in Prague,https://www.novinky.cz/clanek/domaci-v-praze-pristalo-s-cechem-propustenym-z-venezuelskeho-vezeni-40558310,"- A Czech man, Jan Darmovzal, was released from nearly a year and a half of detention in Venezuela and arrived in Prague via military plane.
- Venezuelan authorities had detained Darmovzal on accusations of plotting to kill President Nicolás Maduro, which the Czech government denied as unfounded.
- Darmovzal was released following intense negotiations, and the flight also carried three other former prisoners from Poland, Romania, and Ireland."
"January 19, 2026",North Korea,NK News (independent specialist source),What to make of reports that Russia tried to ship a nuclear reactor to North Korea,https://www.nknews.org/2026/01/what-to-make-of-reports-that-russia-tried-to-ship-a-nuke-reactor-to-north-korea/,"- Reports suggest a Russian cargo ship sank off Spain in December 2024 while allegedly carrying nuclear reactor parts bound for North Korea, but the evidence remains unverified.
- Spanish investigators claimed the ship was transporting coolant and piping components for Russian nuclear reactors, raising concerns about illicit arms or nuclear material transfer.
- The credibility of these reports is uncertain, and there is no confirmed evidence that the reactor parts reached North Korea or were part of a covert shipment."
"January 19, 2026",Democratic Republic of the Congo,Radio Okapi,Senegal crowned champion of the 35th edition of the Africa Cup of Nations.,https://radiookapi.net/2026/01/18/actualite/sport/can-2025-le-senegal-sacre-champion-de-la-35e-edition-face-au-maroc,"- Senegal won the 35th Africa Cup of Nations, defeating Morocco 1-0 in the final held in Rabat, with Pape Gueye scoring the winning goal in the 94th minute.  
- The match was intense, featuring a controversial penalty awarded to Morocco and a missed penalty by Morocco's Brahim Diaz, which kept the game tense until the end.  
- This victory marks Senegal's second continental title, solidifying their position as a top African football nation, while Morocco's long-standing quest for their first title continues."
"January 19, 2026",Djibouti,La Nation,Former President Ramkalawan addresses concerns over security detail and vehicle allocation,https://nation.sc/articles/29022/former-president-ramkalawan-addresses-concerns-over-security-detail-and-vehicle-allocation,"- Former Seychelles President Wavel Ramkalawan clarifies concerns regarding his personal security and official vehicle allocation.
- The statement addresses recent developments about his security arrangements as a former Head of State.
- The issue has garnered attention from both the national and international community."
"January 19, 2026",Dominica,The Chronicle,Dominica's 2025 Budget Charts a Bold Course for Recovery,https://www.dom767.com/news-dominica/dominicas-2025-budget-charts-a-bold-course-for-recovery/,"- Dominica's 2025 budget outlines a bold plan focused on economic recovery and development.
- Recent government updates include lifted airspace restrictions and concessions on Christmas imports.
- Public services such as health, safety, and electoral processes are being enhanced with new initiatives."
"January 19, 2026",Dominican Republic,ALMOMENTO.NET,Government of the Dominican Republic sets strategic goals for 2026,https://almomento.net/gobierno-dominicano-indica-metas-estrategicas-en-el-2026/,"- The Dominican government, led by President Luis Abinader, has outlined strategic goals for 2026 focused on structural reforms, improving public services, and strengthening state institutions.
- Key priorities include healthcare, security, water, energy, education, employment, agriculture, and infrastructure projects, with specific plans for renewable energy and social reforms.
- The government aims to boost economic growth through salary increases, improve healthcare and education, and support sports development, notably hosting the 2026 Central American and Caribbean Games."
"January 19, 2026",El Salvador,El Diario de Hoy,Guatemala declares a 30-day state of emergency after the murder of eight police officers,https://www.eldiariodehoy.com/noticias/internacionales/guatemala-decreta-estado-de-sitio-tras-asesinato-de-8-policias-por-pandilleros/57789/2026/,"- Guatemala has declared a 30-day state of emergency after gangs killed eight police officers and caused prison riots, allowing suspension of certain rights to combat organized crime.
- The government has taken control of several prisons, rescued hostages, and transferred gang leaders to more secure facilities, while calling for increased military presence.
- The U.S. embassy advised staff to seek shelter amid ongoing violence, and the Guatemalan president emphasized a strong stance against criminal groups like MS-13 and Barrio 18."
"January 19, 2026",Equatorial Guinea,AHORAEG,"Sorry, I cannot identify a main headline from this HTML content as it appears to be a page indicating that the user has been blocked by a security service, not a news article. The prominent text is ""Sorry, you have been blocked,"" which is not a news headline. 

**Output: No headline found**",https://ahoraeg.com/,"- The website ahoraeg.com has blocked the user due to security measures, preventing access.
- The block was triggered by the site's security service, Cloudflare, possibly due to suspicious activity.
- Users are advised to contact the site owner and include the Cloudflare Ray ID for assistance."
"January 19, 2026",Eritrea,Shabait.com,President Isaias Afwerki’s interview with local media outlets,https://shabait.com/2026/01/17/president-isaias-afwerkis-interview-with-local-media-outlets/,"- President Isaias Afwerki discusses global instability, criticizing the decline of U.S. dominance and questioning the effectiveness of the unipolar world order over the past three decades.
- He analyzes U.S. domestic and foreign policies under Donald Trump, highlighting economic decline, military challenges, and strategic efforts to restore American greatness through various coercive measures.
- The president warns that U.S. military and economic interventions could have unpredictable, far-reaching consequences for regional and global stability."
"January 19, 2026",Estonia,Delfi.ee,European Union considers 93 billion euro tariffs on the United States,https://www.delfi.ee/artikkel/120430227/euroopa-liit-kaalub-93-miljardi-euro-suuruseid-tollimakse-usa-le,"- The European Union is considering imposing 93 billion euros in tariffs on the United States in response to threats from U.S. President Donald Trump.
- The proposed measures include restricting access for American companies to the EU market and potentially implementing trade sanctions.
- EU member states are debating whether to escalate the response or first attempt diplomatic talks with the U.S. to de-escalate tensions."
"January 19, 2026",Eswatini,Times of Eswatini,"About E400,000 needed to repatriate ‘Oros’ from US",https://www.times.co.sz/news/readmore.php?bhsadjgfoh=About+E400+000+needed+to+repatriate+%E2%80%98Oros%E2%80%99+from+US,"- Approximately E400,000 is needed to repatriate ‘Oros’ from the US.
- The article is from the Times of Eswatini, providing local news updates.
- No additional details about ‘Oros’ or the reason for repatriation are provided in the excerpt."
"January 19, 2026",Ethiopia,Ethiopian News Agency (ENA),"Ethiopia’s Timeless Religious, Cultural Heritage Draws Global Praise",https://www.ena.et/web/eng/w/eng_8144184,"- Ethiopia’s religious and cultural traditions, especially the Timket celebration, are globally recognized for their spiritual significance and historical richness.
- The event, featuring sacred rituals and processions in Gondar, attracts international dignitaries, tourists, and faithful, highlighting Ethiopia’s cultural heritage.
- UNESCO and international ambassadors emphasize the importance of preserving Ethiopia’s diverse cultural practices, viewing them as valuable lessons for humanity."
"January 19, 2026",Fiji,Fiji Times,Every team a winner in drum-off,https://www.fijitimes.com.fj/every-team-a-winner-in-drum-off/,"- Youth teams from Kalekana settlement won a $1000 prize at a drum-beating (""Qiri kava"") competition organized by ARUKA Fiji in Raiwaqa, Suva.
- The event aimed to empower youth, showcase talents, and raise awareness about support services like child protection and HIV.
- Only four of the ten registered teams participated, emphasizing community engagement and youth empowerment initiatives."
"January 19, 2026",France,Le Monde,"Incidents in Chile: at least 19 dead and 50,000 people evacuated",https://www.lemonde.fr/international/article/2026/01/19/incendies-au-chili-au-moins-19-morts-et-plus-de-50-000-personnes-evacuees-dans-le-sud-du-pays_6663097_3211.html,"- At least 19 people have died and over 50,000 have been evacuated due to wildfires in southern Chile.
- The fires have caused significant destruction, prompting widespread emergency evacuations.
- The situation remains critical, with ongoing efforts to control the wildfires and assist affected communities."
"January 19, 2026",Gabon,Gabonews,Les Lakers in search of discipline: Redick reworks his cards after a disappointing December,https://www.gabonews.ga/sports/basketball/48/les-lakers-en-quete-de-discipline-redick-remanie-ses-cartes-apres-un-mois-de-decembre-decevant/,"- The Los Angeles Lakers are struggling with discipline and execution, leading coach JJ Redick to emphasize the need for better focus and fundamental play.
- Player Jake LaRavia is praised for his defensive consistency, while rookie Dalton Knecht is given a chance to prove himself amidst team struggles.
- Key players Deandre Ayton and Rui Hachimura face injury setbacks, impacting the team's upcoming games."
"January 19, 2026",Gambia,The Point,First jungler trial in Gambia: Hitman Sanna Manjang pleads not guilty to murder,https://thepoint.gm/africa/gambia/headlines/first-jungler-trial-in-gambia-hitman-sanna-manjang-pleads-not-guilty-to-murder,"- Sanna Manjang, a former member of Yahya Jammeh’s feared 'Junglers' death squad, pleads not guilty to two counts of murder in Gambia's first trial of a Jungler member.  
- The charges involve the 2006 killings of Kajali Jammeh and Samba Wurry at Kanilai, with allegations of knife attacks carried out with malice.  
- The case was transferred to the High Court and is scheduled for further proceedings on February 9, 2026."
"January 19, 2026",Georgia,Civil Georgia,"Georgia Sees Nearly 7 Million International Visits in 2025, Most From Russia",https://civil.ge/archives/717769,"- Georgia experienced nearly 7 million international visits in 2025, with Russia accounting for the largest share at over 1.5 million visits.
- Tourist visits increased by 8.4%, reaching a historic high, with Russia, Turkey, Armenia, and Israel among the top source countries.
- Overall international travel crossings into Georgia rose by 5.9%, totaling over 7.8 million entries in 2025."
"January 19, 2026",Ghana,Joy News,53 arrested in major cybercrime ring bust in Accra,https://www.myjoyonline.com/53-arrested-in-major-cybercrime-ring-bust-in-accra/,"- A multi-agency operation in Accra arrested 53 Nigerian nationals involved in a cybercrime ring, with some suspects and victims identified during raids.
- Authorities seized equipment including laptops, mobile phones, and guns, and have begun investigations, with some suspects handed over to Nigerian authorities.
- The government emphasizes ongoing efforts to combat cybercrime and warns foreign nationals to verify claims before traveling to Ghana."
"January 19, 2026",Greece,Kathimerini,Emergency EU Summit in the Shadow of Trump's Threats Regarding Greenland and Tariffs,https://www.kathimerini.gr/world/564028525/ektakti-synodos-koryfis-tis-e-e-sti-skia-ton-apeilon-tramp-gia-groilandia-kai-dasmoys/,"- The EU is convening an emergency summit to address U.S. threats of tariffs and sanctions related to Donald Trump's interest in purchasing Greenland.
- European leaders emphasize unity, support for Denmark and Greenland, and prefer diplomatic solutions over trade measures.
- Discussions include potential reactivation of tariffs and trade tools, but no immediate measures are planned, with decisions to be made after upcoming EU meetings."
"January 19, 2026",Grenada,NOW Grenada,Gas prices for January 2026,https://nowgrenada.com/2026/01/gas-prices-for-january-2026/,"- Gasoline, diesel, and kerosene prices in Grenada will decrease starting January 18, 2026, with gasoline dropping by $0.33 and diesel by $1.98.
- LPG prices for 100 lb cylinders will decrease by $13.05 in Grenada and Petite Martinique, while prices for 20 lb cylinders remain unchanged.
- The government continues to monitor fuel prices and may intervene if necessary."
"January 19, 2026",Guatemala,Prensa Libre,President Arévalo declares a nationwide state of emergency due to prison riots and attacks against security forces.,https://www.prensalibre.com/guatemala/sucesos/en-vivo-tension-en-carceles-por-incendio-en-renovacion-1-y-reporte-de-motines-en-fraijanes-y-zona-18-breaking/,"- President Arévalo has declared a 30-day nationwide state of emergency in Guatemala due to prison riots and attacks on security forces, resulting in at least eight deaths, including police officers.
- Authorities regained control of one prison, Renovación 1, after a 24-hour riot, and neutralized a gang leader linked to the unrest; multiple armed attacks against police continue across the country.
- Despite the crisis, tourism and daily activities are reported to be ongoing normally, with government urging citizens to stay informed through official channels."
"January 19, 2026",Guinea,MediaGuinee.com,Senegal crowned African Champion after dramatic match against Morocco,https://mediaguinee.com/2026/01/can-2025-le-senegal-sacre-champion-dafrique-au-bout-du-suspense-face-au-maroc/,"- Senegal won the 2025 Africa Cup of Nations (CAN) after a dramatic final against Morocco, with a controversial ending involving a disputed penalty.
- The match saw Senegal initially protest a late penalty awarded to Morocco, refusing to continue until Sadio Mané convinced them to resume play.
- Senegal secured their second CAN title with a late goal in extra time, defeating Morocco, the host nation, in a historic and tense final."
"January 19, 2026",Guinea Bissau,No Pintcha,Bissau and Abidjan strengthen relations in the field of Social Communication,https://jornalnopintcha.gw/2025/06/27/bissau-e-abidjan-reforcam-relacoes-no-dominio-da-comunicacao-social/,"- Bissau and Abidjan signed an agreement to enhance social communication cooperation, including media exchanges, audiovisual archiving, training, and digital transition.
- The pact was signed during the Abidjan International Audiovisual Content Fair, following a March official visit by the Guinean minister.
- The agreement aims to strengthen cultural identity and promote African values through media collaboration and knowledge sharing."
"January 19, 2026",Guyana,Stabroek News,APNU and WIN concerned about the state of Tabatinga Secondary School construction,https://www.stabroeknews.com/2026/01/18/news/guyana/apnu-win-concerned-at-state-of-tabatinga-secondary-works/,"- Opposition parties APNU and WIN have raised concerns about the slow progress and incomplete construction of the Tabatinga Secondary School, which began in October 2024 with a budget of $182 million.
- Site visits revealed ongoing issues such as unfinished roofing, flooring, and internal finishes, with only four workers present, raising doubts about the project's timeline and supervision.
- The project aims to address overcrowding at a local school and improve access to education, but delays and logistical challenges, including unpaved access roads, have hindered progress."
"January 19, 2026",Haiti,Le Nouvelliste,Senegal crowned champion after defeating Morocco 1-0 in the final after extra time,https://lenouvelliste.com/article/263396/can-2025-le-senegal-sacre-en-battant-le-maroc-1-0-en-finale-apres-prolongation,"- Senegal won the 2025 Africa Cup of Nations by defeating Morocco 1-0 after extra time in the final held in Rabat.  
- Pape Gueye scored the winning goal early in extra time with a powerful shot into the top corner.  
- The match was marred by incidents, and Morocco missed a crucial penalty at the end of regulation."
"January 19, 2026",Honduras,La Prensa,Guatemala's President Declares a 30-Day State of Emergency,https://www.laprensa.hn/mundo/guatemala-presidente-declara-estado-sitio-ola-violencia-pandillas-NE28971369,"- Guatemala's President Bernardo Arévalo de León declared a 30-day state of emergency nationwide following a surge in gang violence, attacks on police, and prison riots.
- The measure allows for arrests without warrants, bans gatherings, and aims to restore security amid ongoing violence and gang-related unrest.
- The government reports the killing of eight police officers and the detention of gang leader Aldo Ochoa, with authorities regaining control of a maximum-security prison after a riot."
"January 19, 2026",Hungary,Index.hu,Camera captures someone falling into the Danube from Chain Bridge – investigating if there is a connection to the missing Matthias case,https://index.hu/belfold/2026/01/18/kamera-rogzitette-ahogy-valaki-a-lanchidrol-a-duna-esik-van-e-kapcsolat-az-eltunt-matyas-esetvel,"- A surveillance camera captured a person falling into the Danube River from the Chain Bridge.
- Authorities are investigating whether this incident is connected to the case of missing individual Matthias.
- The article appears to be from a Hungarian news website, but the content provided is mostly a placeholder or error page."
"January 19, 2026",Indonesia,Kompas,The Ministry of Transportation: Inspection Results of ATR 42-500 Aircraft Are Airworthy,https://money.kompas.com/read/2026/01/19/092805626/kemenhub-hasil-inspeksi-pesawat-atr-42-500-laik-terbang,"- The Indonesian Ministry of Transportation confirmed that the ATR 42-500 aircraft with registration PK-THT is airworthy based on recent inspections and flightworthiness data.  
- The aircraft, operated by Indonesia Air Transport, lost contact during a flight from Yogyakarta to Makassar, with the last inspection conducted in November 2025."
"January 19, 2026",Iraq,Shafaq News,Iraq’s Al-Sadr demands urgent border shield against Syrian spillover,https://shafaq.com/en/Iraq/Iraq-s-Al-Sadr-demands-urgent-border-shield-against-Syrian-spillover,"- Iraqi Shia leader Muqtada Al-Sadr urges the government to urgently strengthen border security against potential spillover from escalating clashes in Syria.
- Tensions along the Syrian border have increased, with recent fighting in Aleppo resulting in casualties and a new agreement aimed at integrating the SDF into Syrian state institutions.
- Al-Sadr warns against political involvement that could allow extremists to exploit the situation and threaten Iraqi territory and sacred sites."
"January 19, 2026",Israel,Haaretz,"Unless Trump Sees Through Israel's Policy in Gaza, Phase Two Will Stay a Fantasy",https://www.haaretz.com/opinion/editorial/2026-01-18/ty-article-opinion/unless-trump-sees-through-israels-policy-in-gaza-phase-two-will-stay-a-fantasy,"- The article's content appears to be an error message, indicating a failed or incomplete webpage load.
- No substantive information or analysis is available from the provided text.
- The headline suggests a discussion about U.S. President Trump's stance on Israel's policies in Gaza and potential future actions."
"January 19, 2026",Jamaica,The Gleaner,"High-speed trains collide after one derails in southern Spain, killing at least 10 people",https://jamaica-gleaner.com/article/news/20260118/high-speed-trains-collide-after-one-derails-southern-spain-killing-least-10,"- A high-speed train derailed in southern Spain, colliding with an oncoming train, resulting in at least 10 deaths and 25 severe injuries.
- The accident occurred between Malaga and Madrid, with emergency services confirming the casualties and injuries in Andalucia.
- The derailment caused a deadly collision, prompting service suspension and emergency response in the region."
"January 19, 2026",Japan,NHK,Heavy Snow Expected on the Sea of Japan Side of Northern and Western Japan Starting from the 21st,https://news.web.nhk/newsweb/na/na-k10015029771000,"- Heavy snowfall is expected on the Sea of Japan side of northern and western Japan starting from January 21 due to a strong winter pressure system.
- The snowstorm will mainly affect the Japan Sea coast, with continued cold air flow until around January 25, potentially causing significant snow even in typically less snowy eastern regions.
- Authorities warn of severe winter conditions and advise preparations for heavy snow and cold weather."
"January 19, 2026",Kazakhstan,Kazinform,What is a qurultay and which nations still hold it?,https://qazinform.com/news/what-is-a-qurultay-and-which-nations-still-hold-it-cce145,"- A qurultay is an ancient assembly from Turkic and Mongolic cultures used for collective decision-making, historically central to governance in nomadic societies like the Kazakh Khanate and Mongol tribes.
- Modern nations such as Kazakhstan, Mongolia, Kyrgyzstan, Hungary, and regions in Russia still hold or recognize qurultay-like gatherings for cultural, social, or consultative purposes.
- These assemblies serve various functions today, from cultural festivals to political forums, emphasizing shared heritage and community participation rather than legislative power."
"January 19, 2026",Kenya,Nation Media Group,Treasury CS Mbadi and KRA boss in trouble over Sh6 billion rice imports,https://www.nation.co.ke/kenya/business/treasury-cs-mbadi-kra-boss-in-trouble-over-sh6bn-rice-imports,"- Treasury CS Mbadi and KRA boss are under investigation for a scandal involving the importation of Sh6 billion worth of rice.
- The article was inaccessible due to a website security block, preventing further details from being viewed.
- The issue appears to involve allegations of financial misconduct related to rice imports."
"January 19, 2026",Kiribati,Pacific Media Network (PMN),"First, I analyze the HTML content to identify the most prominent story on the homepage. The main story is typically highlighted with a large headline or featured section.

In the provided HTML, the most prominent headline appears in the section with the class indicating a major news feature:  
**""Voices of the Pacific: Preserving stories for generations to come""**

This headline is in English and is clearly a main feature story based on its placement and formatting.

**Final answer:**

**Voices of the Pacific: Preserving stories for generations to come**",https://pmn.co.nz/,"- The main feature highlights efforts to preserve Pacific stories for future generations.
- The article emphasizes cultural preservation and storytelling within Pacific communities.
- It underscores the importance of maintaining indigenous narratives amid modern challenges."
"January 19, 2026",Kuwait,Kuwait Times,Syria grants Kurds full rights,https://kuwaittimes.com/article/38606/top-stories/syria-grants-kurds-full-rights/,"- Syria's President announced Kurdish as a ""national language,"" made Nowruz an official holiday, and granted nationality to some Kurds, recognizing their rights after decades of marginalization.  
- The move follows stalled efforts to integrate Kurdish autonomous areas into the Syrian state, with some Kurdish leaders viewing it as insufficient.  
- The Kurdish-led Syrian Democratic Forces control parts of northern Syria, and the country's population includes around two million Kurds."
"January 19, 2026",Kyrgyzstan,24.kg,"Rubles and dollars are rising, yuan hits a new record. Currency exchange rates for January 19",https://24.kg/ekonomika/358309_rubl_idollar_dorojayut_uyuanya_novyiy_rekord_kurs_valyut_na19yanvarya/,"- The official exchange rates show the US dollar at 87.45 soms, with slight increases, while the euro has decreased to 101.53 soms, reaching a yearly low.
- The Russian ruble and Chinese yuan have increased in value, with the yuan hitting a new record, whereas the Kazakh tenge has slightly declined.
- Exchange rates vary between official rates and market averages, reflecting recent currency fluctuations in Kyrgyzstan."
"January 19, 2026",Laos,Vientiane Times,"Laos, Thailand, Malaysia deepen regional energy cooperation",https://vientianetimes.org.la/freefreenews/freecontent_012_Laos_Thailand_y26.php,"- Laos, Thailand, and Malaysia signed an agreement to transmit 100MW of electricity from Laos to Singapore via existing networks, advancing ASEAN's regional power grid.
- The project aims to enhance energy security, reduce costs, and promote sustainable economic growth through cross-border electricity trade.
- This initiative strengthens regional energy connectivity, showcasing ASEAN's capacity for complex infrastructure projects and regional integration."
"January 19, 2026",Latvia,Delfi,"The workweek will be dry, with sunny days expected.",https://www.delfi.lv/laika-zinas/42384664/zinas/120103074/darba-nedela-bus-sausa-gaidamas-ari-saulainas-dienas,"- The upcoming workweek will be dry with mostly sunny days, and no significant precipitation is expected.
- Temperatures will remain cold, with daytime highs around -5 to -10°C and nighttime lows dropping below -20°C later in the week.
- Light winds and occasional fog may occur, with some days experiencing increased cloud cover but generally stable weather conditions."
"January 19, 2026",Lesotho,Lesotho Times,Top Deputy CEO in New Scandal,https://lestimes.com/?p=89441,"- Peter Matekane, the suspended head of Lesotho's Anti-Corruption Agency, is accused of working as a private company secretary while still employed by the government, violating regulations.
- He allegedly used his influence to interfere with a company's AGM, summoning key shareholders at the same time as the meeting to prevent board changes.
- The move appears aimed at delaying the company's AGM, potentially extending the current board’s term by up to two years."
"January 19, 2026",Liberia,FrontPage Africa,Margibi Girls Win Kickball Championship After Dramatic Shootout Victory,https://frontpageafricaonline.com/breaking-news/margibi-girls-clinch-kickball-crown-after-dramatic-shootout-victory/,"- Margibi Girls won the national kickball championship after a tense final that ended in a 1-1 draw and was decided by a shootout.
- The match, held at the Samuel Kanyon Doe Sports Complex, showcased the growing talent in women's sports in Liberia.
- Margibi's coach credited the team's success to youth development and strategic preparation, dedicating the victory to their supporters."
"January 19, 2026",Libya,Libya Herald,LBC’s Libyan International Forum on Cooperative Partnerships and Funding concludes with several recommendations,https://libyaherald.com/2026/01/lbcs-libyan-international-forum-on-cooperative-partnerships-and-funding-concludes-with-several-recommendations/,"- The Libyan International Forum on Cooperative Partnerships and Funding, organized by the Libyan Businessmen’s Council, concluded with recommendations to enhance legal frameworks, institutional coordination, and private sector support for economic development.  
- The forum, attended by government, financial, and private sector representatives, focused on financing productive projects, industrial zones, and improving Libya's business environment.  
- Recommendations will be submitted to authorities for implementation to promote economic growth and private sector involvement."
"January 19, 2026",Lithuania,Delfi,Family purchase of a luxurious apartment in Palanga,https://www.delfi.lt/naujienos/politika/zemaitaicio-seimos-pirkinys-prabangus-butas-palangoje-120198232,"- Lithuanian politician Remigijus Žemaitaitis purchased a new, luxurious apartment in Palanga, a popular seaside resort town.
- The purchase was confirmed after his financial declaration revealed a loan and a property deal, though he declined to provide further details.
- The apartment is located in a scenic, peaceful area of Palanga, and the news was reported by Delfi, a Lithuanian news outlet."
"January 19, 2026",Madagascar,Midi Madagasikara,Refoundation with BRICS,https://midi-madagasikara.mg/refondation-a-laide-des-brics/,"- Madagascar aims to join the BRICS group (Brazil, Russia, India, China, South Africa, and others) to support national development and economic growth.  
- The BRICS group is a coalition of emerging and regional powers seeking to counterbalance the influence of the G20.  
- Madagascar's potential partnership could involve technology, finances, or advice, contributing to its economic and geopolitical positioning."
"January 19, 2026",Malawi,Nyasa Times,Punished Without Trial: How Malawi’s Justice System Is Quietly Destroying Lives Through Endless Remand,https://www.nyasatimes.com/punished-without-trial-how-malawis-justice-system-is-quietly-destroying-lives-through-endless-remand/,"- Thousands of people in Malawi are detained on remand for years without trial, effectively punishing them despite their presumed innocence.
- Systemic issues such as case backlogs, staff shortages, and lack of legal aid contribute to prolonged detention, violating legal time limits.
- Human rights groups warn that this practice causes severe personal and social harm, highlighting the urgent need for justice system reforms."
"January 19, 2026",Malaysia,The Star,"Bahasa Malaysia must continue to be given priority, decrees King",https://www.thestar.com.my/news/nation/2026/01/19/bm-must-be-given-priority-decrees-king,"- The King of Malaysia emphasized that Bahasa Malaysia must remain the country's primary language and be prioritized in education and national development.
- He stated that any educational system seeking recognition must incorporate Bahasa Melayu and Malaysian history.
- The King also highlighted the importance of focusing on education, housing, healthcare, and public transport as part of the 13th Malaysia Plan."
"January 19, 2026",Maldives,Mihaaru,No headline found.,https://mihaaru.com/,"- The Maldives is preparing for upcoming local council elections in 2026, with a significant number of registered voters and candidates.
- Political campaigns and party activities are ongoing, including efforts by the ruling party and opposition groups.
- The Maldives is also hosting international events, such as the World Cup final, amidst ongoing political and social developments."
"January 19, 2026",Marshall Islands,Marshall Islands Journal,Wotje’s ‘farm to fork’,https://marshallislandsjournal.com/wotjes-farm-to-fork/,"- The article appears to contain corrupted or unreadable text, making it difficult to extract clear information.
- The headline suggests a focus on Wotje’s local food or agricultural practices, possibly related to a ""farm to fork"" initiative.
- Due to the garbled content, no definitive details about Wotje’s agriculture or food system can be confirmed from the provided text."
"January 19, 2026",Mauritania,Mauritanian News Agency,Mauritania participates in the Activities of the 18th Session of the Global Forum on Food and Agriculture,https://ami.mr/en/archives/29363,"- Mauritania participated in the 18th Session of the Global Forum on Food and Agriculture in Berlin, represented by a high-level delegation led by the ambassador to Germany.
- The forum focused on issues such as water management, modern agricultural technologies, climate resilience, and blue economy approaches.
- The event provided opportunities for bilateral meetings and international agricultural exhibitions to strengthen partnerships in the sector."
"January 19, 2026",Mauritius,L'Express,A collective in Saint-Paul proposes a municipal order requiring proper attire upon leaving beaches.,https://lexpress.mu/s/a-saint-paul-un-collectif-propose-un-arrete-tenue-correcte-exigee-a-la-sortie-des-plages-553514,"- A local group in Saint-Paul proposes a municipal regulation requiring people to wear proper attire when leaving beaches.
- The article appears to be blocked by a security service, preventing access to the full content.
- No additional details about the proposal or community reactions are available from the provided text."
"January 19, 2026",Mexico,El Universal,"US Military Plane Lands in Toluca Airport and Returns to US Base; Cabinet Reports ""Authorized Flight",https://www.eluniversal.com.mx/nacion/avion-militar-de-estados-unidos-aterriza-en-aeropuerto-de-toluca-y-regresa-a-base-estadounidense-no-hay-reporte-oficial/,"- A U.S. military C-130 Hercules aircraft landed at Toluca Airport in Mexico and then returned to the U.S., with authorities confirming the flight was authorized and related to training activities.
- The aircraft, part of the U.S. Air Force, departed from Texas and conducted multiple flights within the U.S. before arriving in Mexico, with its operations in line with bilateral agreements.
- The flight's details and purpose were officially reported by Mexican security authorities, emphasizing adherence to protocols and collaboration between the two countries."
"January 19, 2026",Monaco,Monaco Matin,The Prince Albert II met the Pope Leonard XIV during a private audience at the Vatican,https://www.monacomatin.mc/societe/religion/le-prince-albert-ii-a-rencontre-le-pape-leon-xiv-lors-d-une-audience-privee-au-vatican-10665094,"- Monaco's Prince Albert II had a private audience with Pope Leonard XIV at the Vatican.
- The meeting highlights the ongoing diplomatic and religious relations between Monaco and the Holy See.
- The article also features various other news topics, including events in Monaco and international headlines."
"January 19, 2026",Mongolia,News.mn,At least 21 people die in a high-speed train accident in Spain.,https://news.mn/r/2844636/,"- At least 21 people died and over 73 were injured in a high-speed train collision near Córdoba, Spain, involving two trains that collided after one derailed.
- The accident occurred on a recently repaired section of track, and the cause is under investigation, with initial reports suggesting the train was traveling at high speed.
- Emergency responders described the scene as chaotic, with rescue efforts hampered by the severity of the crash."
"January 19, 2026",Morocco,Le Matin,Train accident between Malaga and Madrid: at least 10 dead,https://www.lematin.ch/story/espagne-accident-de-trains-entre-malaga-et-madrid-au-moins-10-morts-103488916,"- A high-speed train derailment near Cordoba, Spain, involving two trains traveling between Malaga and Madrid, resulted in at least 10 deaths and 25 injuries.
- The accident occurred when one train derailed and collided with another, causing both to overturn; over 400 passengers were affected.
- Authorities, including regional and national leaders, are providing emergency assistance, and train services between Madrid and Andalusia have been suspended."
"January 19, 2026",Mozambique,Noticias,The South continues to record heavy rain and thunderstorms,https://www.jornalnoticias.co.mz/destaque/sul-continua-a-registar-chuva-forte-e-trovoadas/,"- The National Meteorology Institute (INAM) forecasts continued moderate to heavy rain (30-100mm) across Maputo, Gaza, and Inhambane provinces, increasing flood risks.
- The rain will be accompanied by thunderstorms and strong winds, prompting safety precautions.
- Nearly all districts in these provinces are expected to be affected by the ongoing heavy rainfall."
"January 19, 2026",Namibia,The Namibian,Senegal stun hosts Morocco to win Africa Cup of Nations title after final walk-off protest,https://www.namibian.com.na/senegal-stun-hosts-morocco-to-win-afcon-title-after-final-walk-off-protest/,"- Senegal won the Africa Cup of Nations title after a 1-0 victory over Morocco in a chaotic final, which included a controversial late penalty and a walk-off protest by the Senegal team.
- Pape Gueye scored the winning goal in extra time, following a missed penalty by Morocco’s Brahim Diaz, who was distracted by the delayed decision.
- The match ended with unrest in the crowd and players protesting the referee’s decision, highlighting tensions during the tournament's conclusion."
"January 19, 2026",Nepal,The Kathmandu Post,Balen Shah resigns as mayor to contest March 5 elections,https://kathmandupost.com/politics/2026/01/18/mayor-balen-resigns-to-contest-march-5-elections,"- Kathmandu Mayor Balen Shah resigned to run in the March 5 national elections, contesting from Jhapa-5 against former Prime Minister KP Sharma Oli.  
- His tenure saw some city development projects, but he faced criticism for limited engagement and incomplete initiatives, despite having no corruption allegations.  
- Other local mayors, including Renu Dahal, are also preparing to enter national politics in the upcoming elections."
